AAPL,AMZN,GOOGL,JPM,META,MSFT,NFLX,TSLA,V,WMT
173.92999267578125,129.3300018310547,130.44000244140625,147.13999938964844,295.7300109863281,319.5299987792969,384.1499938964844,255.6999969482422,236.61000061035156,161.9199981689453
174.7899932861328,129.1199951171875,130.25,145.72999572753906,299.0799865722656,317.010009765625,379.80999755859375,244.8800048828125,235.0800018310547,162.35000610351562
176.0800018310547,131.27000427246094,131.11000061035156,146.4499969482422,300.8299865722656,317.5400085449219,384.79998779296875,246.99000549316406,233.36000061035156,163.07000732421875
171.9600067138672,125.9800033569336,128.57000732421875,144.92999267578125,298.9599914550781,312.1400146484375,379.25,244.1199951171875,229.64999389648438,162.5
170.42999267578125,125.9800033569336,130.5399932861328,145.77999877929688,297.739990234375,312.7900085449219,377.5899963378906,240.5,229.5,161.72000122070312
170.69000244140625,125.9800033569336,132.30999755859375,147.58999633789062,303.9599914550781,313.6400146484375,376.3599853515625,246.3800048828125,231.66000366210938,162.5399932861328
171.2100067138672,127.12000274658203,130.86000061035156,145.02000427246094,300.2099914550781,315.75,377.6000061035156,250.22000122070312,230.00999450683594,159.92999267578125
173.75,129.4600067138672,134.1699981689453,143.77000427246094,306.82000732421875,321.79998779296875,380.3299865722656,251.60000610351562,231.27000427246094,160.10000610351562
172.39999389648438,124.72000122070312,132.42999267578125,142.7100067138672,300.94000244140625,313.3900146484375,376.75,246.52999877929688,228.80999755859375,159.08999633789062
173.66000366210938,127.0,135.24000549316406,143.35000610351562,305.5799865722656,318.9599914550781,376.8999938964844,261.1600036621094,231.22000122070312,161.0
174.91000366210938,125.95999908447266,135.07000732421875,142.89999389648438,304.7900085449219,319.3599853515625,372.5899963378906,260.04998779296875,233.47999572753906,159.0800018310547
177.49000549316406,127.95999908447266,137.5800018310547,145.10000610351562,315.42999267578125,327.260009765625,381.510009765625,260.5299987792969,235.0399932861328,156.41000366210938
178.99000549316406,128.25999450683594,138.4199981689453,144.77000427246094,318.3599853515625,329.82000732421875,385.95001220703125,259.6700134277344,234.44000244140625,155.83999633789062
178.38999938964844,129.47999572753906,138.05999755859375,145.64999389648438,321.8399963378906,328.3900146484375,373.32000732421875,263.6199951171875,236.60000610351562,157.60000610351562
179.8000030517578,131.8300018310547,140.5500030517578,146.14999389648438,327.82000732421875,332.4200134277344,365.92999267578125,262.989990234375,235.67999267578125,158.22999572753906
180.7100067138672,132.3300018310547,138.97000122070312,145.80999755859375,324.1600036621094,331.1600036621094,361.20001220703125,258.8699951171875,236.77999877929688,158.9499969482422
178.85000610351562,129.7899932861328,137.36000061035156,148.0,314.69000244140625,327.7300109863281,355.67999267578125,251.1199951171875,237.6699981689453,159.8300018310547
178.72000122070312,132.5500030517578,139.10000610351562,147.85000610351562,321.1499938964844,332.6400146484375,360.82000732421875,253.9199981689453,240.07000732421875,161.2100067138672
177.14999389648438,131.47000122070312,139.72000122070312,147.52999877929688,324.0,332.05999755859375,355.7200012207031,254.85000610351562,241.1999969482422,161.4199981689453
175.83999633789062,128.1300048828125,137.9600067138672,145.91000366210938,316.9700012207031,330.1099853515625,346.19000244140625,242.67999267578125,237.47000122070312,161.5399932861328
175.4600067138672,128.39999389648438,137.75,145.2899932861328,312.80999755859375,331.32000732421875,401.7699890136719,220.11000061035156,233.80999755859375,160.77000427246094
172.8800048828125,125.16999816894531,135.60000610351562,142.9499969482422,308.6499938964844,326.6700134277344,400.9599914550781,211.99000549316406,233.3800048828125,158.75999450683594
173.0,126.55999755859375,136.5,141.0,314.010009765625,329.32000732421875,406.8399963378906,212.0800018310547,231.52999877929688,161.00999450683594
173.44000244140625,128.55999755859375,138.80999755859375,141.1699981689453,312.54998779296875,330.5299987792969,413.7300109863281,216.52000427246094,234.64999389648438,163.25
171.10000610351562,121.38999938964844,125.61000061035156,140.39999389648438,299.5299987792969,340.6700134277344,411.25,212.4199981689453,236.85000610351562,162.75999450683594
166.88999938964844,119.56999969482422,122.27999877929688,140.75999450683594,288.3500061035156,327.8900146484375,403.5400085449219,205.75999450683594,231.27999877929688,161.77000427246094
168.22000122070312,127.73999786376953,122.16999816894531,135.69000244140625,296.7300109863281,329.80999755859375,397.8699951171875,207.3000030517578,229.27000427246094,161.1699981689453
170.2899932861328,132.7100067138672,124.45999908447266,137.4199981689453,302.6600036621094,337.30999755859375,410.0799865722656,197.36000061035156,233.0800018310547,163.02000427246094
170.77000427246094,133.08999633789062,124.08000183105469,139.05999755859375,301.2699890136719,338.1099853515625,411.69000244140625,200.83999633789062,235.10000610351562,163.41000366210938
173.97000122070312,137.0,126.44999694824219,138.94000244140625,311.8500061035156,346.07000732421875,420.19000244140625,205.66000366210938,238.5800018310547,164.8699951171875
177.57000732421875,138.07000732421875,127.48999786376953,141.4199981689453,310.8699951171875,348.32000732421875,424.7099914550781,218.50999450683594,243.25,165.52000427246094
176.64999389648438,138.60000610351562,129.10000610351562,143.0,314.6000061035156,352.79998779296875,432.3599853515625,219.9600067138672,243.60000610351562,164.66000366210938
179.22999572753906,139.74000549316406,130.25,144.0800018310547,315.79998779296875,356.5299987792969,434.739990234375,219.27000427246094,243.49000549316406,164.8800048828125
181.82000732421875,142.7100067138672,130.97000122070312,144.00999450683594,318.82000732421875,360.5299987792969,434.6099853515625,222.17999267578125,244.77000427246094,165.64999389648438
182.88999938964844,142.0800018310547,131.83999633789062,144.72000122070312,319.7799987792969,363.20001220703125,436.6499938964844,222.11000061035156,243.91000366210938,164.3000030517578
182.41000366210938,140.60000610351562,130.24000549316406,144.2899932861328,320.54998779296875,360.69000244140625,435.1499938964844,209.97999572753906,241.63999938964844,163.9199981689453
186.39999389648438,143.55999755859375,132.58999633789062,146.42999267578125,328.7699890136719,369.6700134277344,447.239990234375,214.64999389648438,245.25,166.19000244140625
184.8000030517578,142.58999633789062,132.08999633789062,145.77999877929688,329.19000244140625,366.67999267578125,444.6199951171875,223.7100067138672,244.6699981689453,167.67999267578125
187.44000244140625,145.8000030517578,133.6199951171875,148.44000244140625,336.30999755859375,370.2699890136719,448.6499938964844,237.41000366210938,246.94000244140625,167.64999389648438
188.00999450683594,143.1999969482422,134.6199951171875,149.74000549316406,332.7099914550781,369.6700134277344,461.94000244140625,242.83999633789062,248.11000061035156,169.77999877929688
189.7100067138672,142.8300018310547,136.92999267578125,151.4499969482422,334.19000244140625,376.1700134277344,466.95001220703125,233.58999633789062,248.57000732421875,156.0399932861328
189.69000244140625,145.17999267578125,135.30999755859375,152.82000732421875,335.0400085449219,369.8500061035156,465.9100036621094,234.3000030517578,249.55999755859375,155.35000610351562
191.4499969482422,146.1300048828125,136.25,153.2899932861328,339.9700012207031,377.44000244140625,474.4700012207031,235.60000610351562,249.97000122070312,155.3000030517578
190.63999938964844,143.89999389648438,136.97000122070312,152.97000122070312,336.9800109863281,373.07000732421875,474.95001220703125,241.1999969482422,252.22999572753906,155.86000061035156
191.30999755859375,146.7100067138672,138.49000549316406,153.3300018310547,341.489990234375,377.8500061035156,478.0,234.2100067138672,253.72000122070312,154.6699981689453
189.97000122070312,146.74000549316406,136.69000244140625,153.5399932861328,338.2300109863281,377.42999267578125,479.55999755859375,235.4499969482422,254.3000030517578,156.05999755859375
189.7899932861328,147.72999572753906,136.41000366210938,153.19000244140625,334.70001220703125,378.6099853515625,479.1700134277344,236.0800018310547,254.13999938964844,156.77000427246094
190.39999389648438,147.02999877929688,137.1999969482422,153.5399932861328,338.989990234375,382.70001220703125,479.0,246.72000122070312,252.94000244140625,158.63999938964844
189.3699951171875,146.32000732421875,134.99000549316406,154.32000732421875,332.20001220703125,378.8500061035156,477.19000244140625,244.13999938964844,254.22999572753906,156.0800018310547
189.9499969482422,146.08999633789062,132.52999877929688,156.0800018310547,327.1499938964844,378.9100036621094,473.9700012207031,240.0800018310547,256.67999267578125,155.69000244140625
191.24000549316406,147.02999877929688,131.86000061035156,156.83999633789062,324.82000732421875,374.510009765625,465.739990234375,238.8300018310547,256.45001220703125,154.33999633789062
